Date,Open,High,Low,Adj Close,Volume
2017-01-03,188.0,191.10000610351562,188.0,187.00816345214844,9637272
2017-01-04,190.39999389648438,190.5,188.10000610351562,186.6132049560547,11411490
2017-01-05,191.0,194.1999969482422,190.6999969482422,190.85890197753906,20543005
2017-01-06,196.1999969482422,196.8000030517578,194.6999969482422,192.6361846923828,20077760
2017-01-09,196.6999969482422,196.89999389648438,195.1999969482422,193.12986755371094,13605277
2017-01-10,197.5,198.0,196.10000610351562,195.4995574951172,15628780
2017-01-11,200.0,201.39999389648438,198.6999969482422,198.26419067382812,20703850
2017-01-12,201.0,201.0,196.60000610351562,196.28945922851562,16362476
2017-01-13,199.0,200.1999969482422,198.6999969482422,197.17808532714844,10155934
2017-01-16,199.6999969482422,199.6999969482422,196.0,194.21597290039062,11600274
2017-01-17,199.89999389648438,199.89999389648438,197.5,195.20333862304688,8845604
2017-01-18,198.60000610351562,199.8000030517578,198.0,197.17808532714844,10962405
2017-01-19,200.60000610351562,200.60000610351562,198.3000030517578,196.98060607910156,9664250
2017-01-20,199.0,199.39999389648438,197.6999969482422,195.20333862304688,7686725
2017-01-23,196.39999389648438,199.3000030517578,196.39999389648438,195.30209350585938,7059398
2017-01-24,198.89999389648438,198.89999389648438,196.89999389648438,195.30209350585938,8825373
2017-01-25,201.0,201.0,199.1999969482422,198.26419067382812,17017199
2017-01-26,202.39999389648438,205.39999389648438,201.8000030517578,202.41114807128906,21037878
2017-01-27,205.60000610351562,205.60000610351562,204.1999969482422,201.8187255859375,8717396
2017-02-01,202.0,206.8000030517578,200.8000030517578,203.99093627929688,19494245
2017-02-02,207.0,208.39999389648438,204.39999389648438,202.60862731933594,14245064
2017-02-03,205.39999389648438,206.39999389648438,202.39999389648438,202.41114807128906,12525535
2017-02-06,206.39999389648438,207.39999389648438,204.39999389648438,204.7808380126953,9244792
2017-02-07,206.0,207.39999389648438,204.39999389648438,202.80609130859375,11540961
2017-02-08,204.39999389648438,205.1999969482422,202.39999389648438,201.42376708984375,15978068
2017-02-09,205.60000610351562,207.0,204.1999969482422,201.6212615966797,12967234
2017-02-10,205.39999389648438,206.0,202.39999389648438,200.04147338867188,13335776
2017-02-13,203.0,205.0,203.0,201.02883911132812,11469706
2017-02-14,203.1999969482422,203.8000030517578,202.8000030517578,200.23895263671875,11741212
2017-02-15,202.1999969482422,207.8000030517578,202.1999969482422,203.99093627929688,20967951
2017-02-16,210.0,213.0,208.0,209.32273864746094,30654514
2017-02-17,213.60000610351562,215.0,211.8000030517578,209.52020263671875,18573582
2017-02-20,213.1999969482422,215.1999969482422,212.60000610351562,211.29750061035156,14388585
2017-02-21,213.60000610351562,214.8000030517578,210.0,208.33538818359375,14978211
2017-02-22,212.0,215.0,212.0,212.28488159179688,14282531
2017-02-23,215.60000610351562,216.39999389648438,214.0,212.08738708496094,15728062
2017-02-24,213.39999389648438,214.1999969482422,211.1999969482422,208.53285217285156,17224457
2017-02-27,211.0,213.60000610351562,209.60000610351562,207.5454864501953,14141432
2017-02-28,210.8000030517578,211.60000610351562,207.0,204.38589477539062,16362243
2017-03-01,207.0,207.39999389648438,205.0,204.18841552734375,19151883
2017-03-02,210.60000610351562,211.0,206.39999389648438,203.79345703125,15808759
2017-03-03,206.0,208.8000030517578,204.1999969482422,204.58335876464844,16233580
2017-03-06,206.60000610351562,210.39999389648438,206.60000610351562,206.55810546875,11372312
2017-03-07,208.8000030517578,212.60000610351562,208.8000030517578,209.12527465820312,12046358
2017-03-08,210.1999969482422,212.60000610351562,210.1999969482422,209.52020263671875,10855929
2017-03-09,213.0,213.0,209.1999969482422,207.15054321289062,14123866
2017-03-10,209.39999389648438,212.8000030517578,209.1999969482422,209.7176971435547,15876601
2017-03-13,213.0,215.8000030517578,212.8000030517578,212.6798095703125,20012750
2017-03-14,216.0,216.0,213.8000030517578,211.88992309570312,15104670
2017-03-15,213.0,215.60000610351562,213.0,211.88992309570312,10738632
2017-03-16,217.60000610351562,220.8000030517578,216.1999969482422,218.01162719726562,27169372
2017-03-17,222.1999969482422,222.8000030517578,220.8000030517578,219.19647216796875,22110796
2017-03-20,222.0,228.1999969482422,221.8000030517578,225.31814575195312,24497641
2017-03-21,228.0,229.8000030517578,223.8000030517578,225.9105987548828,28352992
2017-03-22,224.0,227.0,223.39999389648438,222.35604858398438,24831244
2017-03-23,221.8000030517578,223.60000610351562,218.1999969482422,220.183837890625,39654843
2017-03-24,223.1999969482422,225.39999389648438,222.39999389648438,222.35604858398438,16607909
2017-03-27,225.1999969482422,228.39999389648438,223.39999389648438,221.9611053466797,20607592
2017-03-28,227.0,227.0,224.8000030517578,223.14596557617188,14412946
2017-03-29,230.0,230.1999969482422,226.60000610351562,225.1206817626953,16126457
2017-03-30,229.1999969482422,229.1999969482422,225.1999969482422,222.35604858398438,17388185
2017-03-31,225.39999389648438,226.39999389648438,222.60000610351562,219.98635864257812,16116998
2017-04-03,226.0,226.0,222.39999389648438,222.35604858398438,13042390
2017-04-05,228.0,228.8000030517578,226.1999969482422,225.9105987548828,21574677
2017-04-06,227.8000030517578,228.8000030517578,226.39999389648438,225.1206817626953,11191221
2017-04-07,228.0,228.1999969482422,224.1999969482422,224.33079528808594,14928165
2017-04-10,228.0,228.39999389648438,225.39999389648438,223.5408935546875,7479213
2017-04-11,228.0,228.0,224.1999969482422,222.15858459472656,9446922
2017-04-12,225.39999389648438,231.0,225.1999969482422,228.0828094482422,15740467
2017-04-13,229.60000610351562,233.8000030517578,228.8000030517578,227.6878662109375,20659980
2017-04-18,231.0,231.8000030517578,228.0,225.1206817626953,14813343
2017-04-19,228.0,231.39999389648438,228.0,227.2929229736328,16607985
2017-04-20,232.60000610351562,236.60000610351562,231.60000610351562,233.6121063232422,21399865
2017-04-21,237.60000610351562,239.60000610351562,233.8000030517578,233.4145965576172,16990163
2017-04-24,240.0,240.0,236.60000610351562,234.99441528320312,14548614
2017-04-25,238.8000030517578,242.8000030517578,237.1999969482422,239.73379516601562,18789716
2017-04-26,243.8000030517578,244.60000610351562,240.39999389648438,238.54893493652344,20607333
2017-04-27,242.1999969482422,245.0,239.39999389648438,241.51107788085938,17296815
2017-04-28,244.8000030517578,244.8000030517578,242.39999389648438,240.32620239257812,13449535
2017-05-02,245.0,248.39999389648438,244.8000030517578,245.26307678222656,19381149
2017-05-04,247.60000610351562,247.60000610351562,242.8000030517578,240.72116088867188,23663993
2017-05-05,243.1999969482422,244.0,241.8000030517578,240.72116088867188,14901527
2017-05-08,247.1999969482422,247.1999969482422,243.39999389648438,241.7085418701172,19308767
2017-05-09,248.0,250.8000030517578,245.60000610351562,247.6327667236328,19679502
2017-05-10,252.0,255.39999389648438,249.1999969482422,247.23780822753906,29585623
2017-05-11,249.60000610351562,255.0,249.39999389648438,251.38478088378906,20293953
2017-05-12,256.20001220703125,259.20001220703125,255.1999969482422,254.93931579589844,25854155
2017-05-15,259.6000061035156,260.6000061035156,257.79998779296875,255.7292022705078,21565437
2017-05-16,261.6000061035156,261.6000061035156,256.20001220703125,255.53172302246094,22950129
2017-05-17,260.79998779296875,261.20001220703125,258.20001220703125,256.5190734863281,18005770
2017-05-18,257.0,271.3999938964844,257.0,260.66607666015625,54039295
2017-05-19,266.0,271.20001220703125,265.20001220703125,265.6242980957031,29296891
2017-05-22,271.6000061035156,276.79998779296875,270.3999938964844,272.5518493652344,27155898
2017-05-23,279.0,280.6000061035156,271.79998779296875,272.3539733886719,34952505
2017-05-24,275.6000061035156,275.79998779296875,269.0,270.7705383300781,23143763
2017-05-25,273.3999938964844,277.20001220703125,273.3999938964844,274.3332824707031,18057011
2017-05-26,275.6000061035156,279.0,275.3999938964844,275.125,16821442
2017-05-29,278.0,278.20001220703125,274.0,271.95806884765625,16775468
2017-05-31,274.79998779296875,277.0,267.3999938964844,264.83251953125,37199378
2017-06-01,267.0,272.79998779296875,262.79998779296875,268.3953552246094,31879531
2017-06-02,275.6000061035156,275.6000061035156,269.3999938964844,267.2077331542969,18058922
2017-06-05,271.79998779296875,273.6000061035156,269.0,268.79119873046875,12464553
2017-06-06,272.20001220703125,273.79998779296875,271.6000061035156,270.7705383300781,12386827
2017-06-07,274.6000061035156,275.6000061035156,270.79998779296875,269.978759765625,13084272
2017-06-08,272.79998779296875,274.3999938964844,271.3999938964844,270.5725402832031,14994316
2017-06-09,277.79998779296875,283.3999938964844,276.20001220703125,274.53118896484375,69183612
2017-06-12,271.20001220703125,274.79998779296875,269.3999938964844,267.801513671875,38020407
2017-06-13,273.6000061035156,273.6000061035156,271.0,269.5828857421875,23003533
2017-06-14,274.0,277.3999938964844,273.0,274.53118896484375,22610380
2017-06-15,277.0,277.0,273.0,270.17669677734375,18220693
2017-06-16,272.79998779296875,276.3999938964844,272.6000061035156,269.78082275390625,20927343
2017-06-19,274.79998779296875,279.0,274.20001220703125,275.91668701171875,16963532
2017-06-20,282.79998779296875,283.79998779296875,279.20001220703125,277.10430908203125,16108404
2017-06-21,280.20001220703125,281.6000061035156,277.0,276.3125915527344,16517148
2017-06-22,282.6000061035156,283.79998779296875,280.3999938964844,278.687744140625,15573926
2017-06-23,282.6000061035156,282.79998779296875,280.20001220703125,277.30224609375,12763476
2017-06-26,281.0,285.0,280.79998779296875,281.06292724609375,16455438
2017-06-27,284.6000061035156,288.3999938964844,282.79998779296875,285.0215759277344,20034778
2017-06-28,284.0,287.0,282.0,279.8753356933594,25379040
2017-06-29,287.0,287.20001220703125,282.6000061035156,281.06292724609375,15915273
2017-06-30,279.0,280.6000061035156,277.3999938964844,276.3125915527344,18739252
2017-07-03,278.3999938964844,280.79998779296875,277.79998779296875,277.89599609375,12980644
2017-07-04,278.79998779296875,279.20001220703125,266.3999938964844,266.416015625,39021127
2017-07-05,266.6000061035156,273.3999938964844,260.3999938964844,268.1973876953125,44469113
2017-07-06,274.6000061035156,275.0,271.20001220703125,268.9891052246094,16896004
2017-07-07,267.79998779296875,270.6000061035156,267.0,266.21807861328125,18051304
2017-07-10,270.0,272.0,269.3999938964844,268.79119873046875,13037177
2017-07-11,273.79998779296875,279.0,273.79998779296875,275.5208435058594,18877039
2017-07-12,279.6000061035156,283.20001220703125,279.0,278.2919006347656,15398833
2017-07-13,285.6000061035156,286.3999938964844,282.6000061035156,281.45880126953125,18892847
2017-07-14,285.0,285.3999938964844,282.3999938964844,281.85467529296875,11874513
2017-07-17,288.0,288.79998779296875,284.20001220703125,282.0525817871094,14312139
2017-07-18,286.6000061035156,287.3999938964844,285.20001220703125,283.83392333984375,11373710
2017-07-19,289.79998779296875,298.79998779296875,288.79998779296875,294.91815185546875,28377010
2017-07-20,299.79998779296875,300.0,296.0,293.928466796875,15998923
2017-07-21,298.0,300.6000061035156,295.0,293.928466796875,11572492
2017-07-24,298.0,302.79998779296875,297.20001220703125,299.0747375488281,15577849
2017-07-25,302.3999938964844,304.79998779296875,301.6000061035156,298.4809265136719,18337415
2017-07-26,303.0,303.6000061035156,298.0,297.88714599609375,15441362
2017-07-27,303.0,308.6000061035156,301.6000061035156,305.2106018066406,17309216
2017-07-28,304.6000061035156,307.3999938964844,303.0,301.6478271484375,22259614
2017-07-31,305.3999938964844,314.3999938964844,305.3999938964844,310.15887451171875,21609121
2017-08-01,309.0,317.3999938964844,309.0,311.1485595703125,20797165
2017-08-02,315.0,317.79998779296875,311.79998779296875,309.3671569824219,18487436
2017-08-03,310.79998779296875,312.6000061035156,308.0,305.4085693359375,23471273
2017-08-04,311.20001220703125,315.3999938964844,309.79998779296875,308.1795959472656,17217901
2017-08-07,315.3999938964844,321.3999938964844,315.0,317.284423828125,21296305
2017-08-08,320.3999938964844,328.6000061035156,320.0,325.2016906738281,22771430
